date,competitor,name,group,params,price,article,url
05.06.2024,Sunlight,"
    Золотое кольцо
  ",Кольца,"{'Модель': '001-0733-0000-010*', 'Материал изделия': 'Розовое золото', 'Страна производства': 'Россия', 'Вес изделия': '2.03 г'}",27200,993596,https://sunlight.net/catalog/ring_993596.html
05.06.2024,Sunlight,"
    Золотое кольцо
  ",Кольца,"{'Модель': '098033_01_01_000_0000*', 'Материал изделия': 'Розовое золото', 'Страна производства': 'Россия', 'Вес изделия': '2.11 г'}",19620,335737,https://sunlight.net/catalog/ring_335737.html
05.06.2024,Sunlight,"
    Золотые серьги
  ",Серьги,"{'Модель': '2206150*', 'Материал изделия': 'Розовое золото', 'Страна производства': 'Россия', 'Вес изделия': '2.87 г'}",25990,994932,https://sunlight.net/catalog/earring_994932.html
05.06.2024,Sunlight,"
    Золотые серьги
  ",Серьги,"{'Модель': '18-01-0000-23618*', 'Материал изделия': 'Розовое золото', 'Страна производства': 'Россия', 'Вес изделия': '2.1 г'}",19990,153346,https://sunlight.net/catalog/earring_153346.html
05.06.2024,Sunlight,"
    Золотое кольцо
  ",Кольца,"{'Модель': '10064а*', 'Материал изделия': 'Розовое золото', 'Страна производства': 'Россия', 'Вес изделия': '0.96 г'}",8540,331874,https://sunlight.net/catalog/ring_331874.html
05.06.2024,Sunlight,"
    Золотое кольцо
  ",Кольца,"{'Модель': '1018698 л/з*', 'Материал изделия': 'Желтое золото', 'Страна производства': 'Россия', 'Вес изделия': '1.69 г'}",15720,335906,https://sunlight.net/catalog/ring_335906.html
05.06.2024,Sunlight,"
    Золотой браслет
  ",Браслеты,"{'Модель': 'НБ 12-076 1,20*', 'Материал изделия': 'Розовое золото', 'Ширина браслета': '8,35 мм', 'Плетение': 'Ромб двойной', 'Страна производства': 'Россия', 'Вес изделия': '14.62 г'}",90498,110992,https://sunlight.net/catalog/bracelets_110992.html
05.06.2024,Sunlight,"
    Золотая цепь
  ",Цепи,"{'Модель': 'НЦ 12-099 0,70*', 'Материал изделия': 'Розовое золото', 'Ширина цепи': '3,85 мм', 'Плетение': 'Корда', 'Страна производства': 'Россия', 'Вес изделия': '10.75 г'}",69768,100475,https://sunlight.net/catalog/chains_100475.html
05.06.2024,Sunlight,"
    Золотое шейное украшение
  ",Шейное украшение,"{'Модель': 'Т10011616*', 'Материал изделия': 'Розовое золото', 'Страна производства': 'Россия', 'Вес изделия': '1.76 г'}",21650,339054,https://sunlight.net/catalog/neck_decoration_339054.html
05.06.2024,Sunlight,"
    Золотой браслет
  ",Браслеты,"{'Модель': '10510501/1*', 'Материал изделия': 'Розовое золото', 'Страна производства': 'Россия', 'Вес изделия': '1.81 г'}",16290,355528,https://sunlight.net/catalog/bracelets_355528.html
