date,competitor,name,group,params,price,article,url
05.06.2024,Sunlight,"
    Золотая цепь
  ",Цепи,"{'Модель': 'Зл585К-201010055*', 'Материал изделия': 'Розовое золото', 'Плетение': 'Якорь', 'Страна производства': 'Россия', 'Вес изделия': '7.03 г'}",49140,154791,https://sunlight.net/catalog/chains_154791.html
05.06.2024,Sunlight,"
    Золотые серьги
  ",Серьги,"{'Модель': '44185*', 'Материал изделия': 'Белое золото, Розовое золото', 'Страна производства': 'Россия', 'Вес изделия': '3.23 г'}",35990,993671,https://sunlight.net/catalog/earring_993671.html
05.06.2024,Sunlight,"
    Золотое кольцо
  ",Кольца,"{'Модель': 'кл1538-01*', 'Материал изделия': 'Розовое золото', 'Страна производства': 'Россия', 'Вес изделия': '3.24 г'}",29480,343545,https://sunlight.net/catalog/ring_343545.html
05.06.2024,Sunlight,"
    Золотая подвеска
  ",Подвески,"{'Модель': '097950_03_01_000_0000*', 'Материал изделия': 'Розовое золото', 'Страна производства': 'Россия', 'Вес изделия': '0.62 г'}",5990,333334,https://sunlight.net/catalog/pendants_333334.html
05.06.2024,Sunlight,"
    Золотое кольцо
  ",Кольца,"{'Модель': '70159*', 'Материал изделия': 'Белое золото, Розовое золото', 'Страна производства': 'Россия', 'Вес изделия': '3.68 г'}",32790,328536,https://sunlight.net/catalog/ring_328536.html
05.06.2024,Sunlight,"
    Золотые серьги
  ",Серьги,"{'Модель': '2334310 1 1*', 'Материал изделия': 'Розовое золото', 'Страна производства': 'Россия', 'Вес изделия': '3.18 г'}",29990,299976,https://sunlight.net/catalog/earring_299976.html
05.06.2024,Sunlight,"
    Золотое кольцо
  ",Кольца,"{'Модель': '01К0112885Р*', 'Материал изделия': 'Розовое золото', 'Страна производства': 'Россия', 'Вес изделия': '1.62 г'}",15070,274739,https://sunlight.net/catalog/ring_274739.html
05.06.2024,Sunlight,"
    Золотая подвеска
  ",Подвески,"{'Модель': '01Д0110909*', 'Материал изделия': 'Розовое золото', 'Страна производства': 'Россия', 'Вес изделия': '0.93 г'}",8490,250754,https://sunlight.net/catalog/pendants_250754.html
05.06.2024,Sunlight,"
    Золотой браслет
  ",Браслеты,"{'Модель': '095722_09_01_067_0000*', 'Материал изделия': 'Розовое золото', 'Страна производства': 'Россия', 'Вес изделия': '0.35 г'}",4990,185346,https://sunlight.net/catalog/bracelets_185346.html
05.06.2024,Sunlight,"
    Золотая подвеска
  ",Подвески,"{'Модель': 'С308-1-374Р*', 'Материал изделия': 'Белое золото, Розовое золото', 'Страна производства': 'Россия', 'Вес изделия': '3.37 г'}",31990,179609,https://sunlight.net/catalog/pendants_179609.html
05.06.2024,Sunlight,"
    Золотые серьги
  ",Серьги,"{'Модель': '00-62-0386-00*', 'Материал изделия': 'Розовое золото', 'Страна производства': 'Россия', 'Вес изделия': '2.16 г'}",24990,168325,https://sunlight.net/catalog/earring_168325.html
05.06.2024,Sunlight,"
    Золотая цепь
  ",Цепи,"{'Модель': 'НЦ 18-076-3 0,80*', 'Материал изделия': 'Белое золото', 'Покрытие': 'Родий', 'Ширина цепи': '5,2 мм', 'Плетение': 'Ромб двойной', 'Страна производства': 'Россия', 'Вес изделия': '15.44 г'}",89398,89645,https://sunlight.net/catalog/chains_89645.html
05.06.2024,Sunlight,"
    Золотые серьги
  ",Серьги,"{'Модель': '221211*', 'Материал изделия': 'Розовое золото', 'Страна производства': 'Россия', 'Вес изделия': '3.35 г'}",30990,87002,https://sunlight.net/catalog/earring_87002.html
05.06.2024,Sunlight,"
    Золотая цепь
  ",Цепи,"{'Модель': 'НЦ 12-205ПГ 0,80*', 'Материал изделия': 'Розовое золото', 'Ширина цепи': '3,2 мм', 'Плетение': 'Якорь', 'Страна производства': 'Россия', 'Вес изделия': '4.19 г'}",24260,53025,https://sunlight.net/catalog/chains_36836.html
05.06.2024,Sunlight,"
    Золотой браслет
  ",Браслеты,"{'Модель': 'НБ 12-1550 1,00*', 'Материал изделия': 'Розовое золото', 'Ширина браслета': '1,0 мм', 'Плетение': 'Фантазийная', 'Вес изделия': '1.86 г'}",13950,995603,https://sunlight.net/catalog/bracelets_995603.html
05.06.2024,Sunlight,"
    Золотое кольцо
  ",Кольца,"{'Модель': '00334-10-030001-00*', 'Материал изделия': 'Желтое золото', 'Страна производства': 'Россия', 'Вес изделия': '3.97 г'}",38910,992215,https://sunlight.net/catalog/ring_992215.html
05.06.2024,Sunlight,"
    Золотые серьги
  ",Серьги,"{'Модель': '02-4447-00-000-1111-64*', 'Материал изделия': 'Белое золото, Розовое золото', 'Страна производства': 'Россия', 'Вес изделия': '3.0 г'}",27990,346529,https://sunlight.net/catalog/earring_346529.html
05.06.2024,Sunlight,"
    Золотой крест-подвеска
  ",Крест-подвеска,"{'Модель': '300-1-1066Р*', 'Материал изделия': 'Белое золото, Розовое золото', 'Покрытие': 'с элементами родия', 'Страна производства': 'Россия', 'Вес изделия': '14.34 г'}",144990,988777,https://sunlight.net/catalog/pendants_988777.html
05.06.2024,Sunlight,"
    Золотые серьги
  ",Серьги,"{'Модель': '002-0139-0000-020', 'Материал изделия': 'Желтое золото', 'Страна производства': 'Россия', 'Вес изделия': '2.55 г'}",29990,985629,https://sunlight.net/catalog/earring_985629.html
05.06.2024,Sunlight,"
    Золотое кольцо
  ",Кольца,"{'Модель': '11069а*', 'Материал изделия': 'Розовое золото', 'Страна производства': 'Россия', 'Вес изделия': '2.6 г'}",24180,984450,https://sunlight.net/catalog/ring_984450.html
05.06.2024,Sunlight,"
    Золотые серьги
  ",Серьги,"{'Модель': '20355а-3*', 'Материал изделия': 'Розовое золото', 'Страна производства': 'Россия', 'Вес изделия': '2.76 г'}",24990,984134,https://sunlight.net/catalog/earring_984134.html
05.06.2024,Sunlight,"
    Золотое кольцо
  ",Кольца,"{'Модель': '20-00-0000-69949*', 'Материал изделия': 'Розовое золото', 'Страна производства': 'Россия', 'Вес изделия': '2.24 г'}",21060,336624,https://sunlight.net/catalog/ring_336624.html
05.06.2024,Sunlight,"
    Золотой браслет
  ",Браслеты,"{'Модель': 'НБ 12-007 0,40*', 'Материал изделия': 'Розовое золото', 'Ширина браслета': '3,55 мм', 'Страна производства': 'Россия', 'Вес изделия': '2.84 г'}",21272,193283,https://sunlight.net/catalog/bracelets_193283.html
05.06.2024,Sunlight,"
    Золотой браслет
  ",Браслеты,"{'Модель': '30-68-0069-00К*', 'Материал изделия': 'Белое золото, Желтое золото', 'Страна производства': 'Россия', 'Вес изделия': '5.26 г'}",46290,996028,https://sunlight.net/catalog/bracelets_108001.html
05.06.2024,Sunlight,"
    Золотой браслет
  ",Браслеты,"{'Модель': '12906-B5Y-01', 'Материал изделия': 'Желтое золото', 'Страна производства': 'Италия', 'Вес изделия': '2.23 г'}",29990,353595,https://sunlight.net/catalog/bracelets_353595.html
